idh,idp,y,x,top,bot,cec,oc,w_hue,w_value,w_chroma,d_hue,d_value,d_chroma,bsat
3262,833,-33.96249,-59.86679,0,14,22.8,1.88,10YR,3,2,10YR,5,2,87.280701754386
3263,833,-33.96249,-59.86679,14,64,30.3,0.5,7.5YR,4,2,7.5YR,4,2,93.3993399339934
3267,834,-33.91287,-59.75165,0,12,19.5,1.86,10YR,2,2,10YR,5,2,86.6666666666667
3268,834,-33.91287,-59.75165,12,27,20.4,1.49,10YR,2,2,10YR,4,2,87.7450980392157
3272,835,-33.90567,-59.53874,0,10,21.5,2.14,10YR,2,2,10YR,5,2,83.2558139534884
3273,835,-33.90567,-59.53874,10,23,25.3,1.96,10YR,2,1,NA,NA,NA,83.00395256917
3274,835,-33.90567,-59.53874,23,62,38.1,0.92,7.5YR,3,2,NA,NA,NA,89.7637795275591
3278,836,-33.98019,-59.57394,0,16,19.6,2.12,10YR,2,2,10YR,4,2,94.8979591836735
3279,836,-33.98019,-59.57394,16,30,22.3,1.55,10YR,3,2,10YR,5,3,94.1704035874439
3284,837,-33.70777,-59.74059,0,16,NA,NA,10YR,3,2,NA,NA,NA,NA
3285,837,-33.70777,-59.74059,16,25,NA,NA,10YR,2,2,NA,NA,NA,NA
3292,838,-33.97778,-61.41111,0,22,14.5,1.64,10YR,3,2,NA,NA,NA,93.7931034482759
3293,838,-33.97778,-61.41111,22,34,9.7,0.6,10YR,3,3,NA,NA,NA,100
3305,839,-33.97703,-61.48858,0,31,13.9,0.49,10YR,5,2,NA,NA,NA,99.28057553956833
3308,840,-33.95318,-61.443600000000004,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3309,840,-33.95318,-61.443600000000004,4,13,NA,NA,5YR,4,1,NA,NA,NA,NA
3310,840,-33.95318,-61.443600000000004,13,26,NA,NA,10YR,4,1,NA,NA,NA,NA
3314,841,-33.98257,-61.30852,0,15,24.1,2.16,10YR,3,1,NA,NA,NA,79.253112033195
3315,841,-33.98257,-61.30852,15,26,22.8,1.63,10YR,3,2,NA,NA,NA,79.8245614035088
3320,842,-33.86467,-61.32741,0,12,17.3,1.83,10YR,3,1,NA,NA,NA,76.878612716763
3321,842,-33.86467,-61.32741,12,23,17.4,1.38,10YR,3,2,NA,NA,NA,79.8850574712644
3322,842,-33.86467,-61.32741,23,35,11.1,0.42,10YR,5,2,10YR,6,2,88.2882882882883
3326,843,-33.84118,-61.39136,0,14,25.7,2.76,10YR,3,1,NA,NA,NA,76.6536964980545
3327,843,-33.84118,-61.39136,14,30,22,1.64,10YR,3,1,NA,NA,NA,77.7272727272727
3333,844,-33.90406,-61.41835,0,12,23,2.04,10YR,3,1,NA,NA,NA,77.3913043478261
3334,844,-33.90406,-61.41835,12,26,23,1.71,10YR,3,1,NA,NA,NA,77.3913043478261
3339,845,-33.98709,-61.41949,0,15,27.2,2.84,10YR,3,1,NA,NA,NA,80.1470588235294
3340,845,-33.98709,-61.41949,15,35,25,1.71,10YR,3,1,10YR,5,1,81.6
3346,846,-33.98946,-61.42157,0,16,21.3,1.74,10YR,3,1,NA,NA,NA,79.3427230046948
3347,846,-33.98946,-61.42157,16,27,19.6,0.91,10YR,3,2,NA,NA,NA,79.5918367346939
3351,847,-33.9,-61.46667,0,21,17.7,2.15,10YR,3,2,NA,NA,NA,80.225988700565
3352,847,-33.9,-61.46667,21,36,9.2,0.3,10YR,4,2,10YR,6,2,100
3357,848,-33.68333,-61.2625,0,9,18.3,2.71,10YR,3,2,10YR,5,2,90.7103825136612
3358,848,-33.68333,-61.2625,9,25,18,0.65,10YR,2,2,10YR,5,2,92.7777777777778
3372,850,-33.77361,-61.36111,0,16,23.1,1.88,10YR,2,2,NA,NA,NA,73.5930735930736
3373,850,-33.77361,-61.36111,16,27,22.9,1.87,10YR,2,1,NA,NA,NA,77.292576419214
3385,851,-33.74057,-61.42084,0,5,18.6,2.35,10YR,4,2,10YR,5,2,70.4301075268817
3386,851,-33.74057,-61.42084,5,17,16.7,1.01,10YR,3,2,NA,NA,NA,100
3387,851,-33.74057,-61.42084,17,26,27.2,0.71,7.5YR,4,2,NA,NA,NA,100
3391,852,-33.74045,-61.42072,0,5,18.7,3.5,10YR,4,2,10YR,5,2,70.0534759358289
3393,852,-33.74045,-61.42072,5,17,15.9,0.91,10YR,3,2,NA,NA,NA,100
3394,852,-33.74045,-61.42072,17,26,22.5,0.68,7.5YR,4,2,NA,NA,NA,100
3398,853,-33.74064,-61.4239,0,7,15.7,1.86,10YR,4.5,2,10YR,6,1,100
3399,853,-33.74064,-61.4239,7,23,10.7,0.34,10YR,4.5,2,10YR,6,1.5,100
3400,853,-33.74064,-61.4239,23,44,23.9,0.22,7.5YR,3,2,NA,NA,NA,100
3404,854,-33.77308,-61.4926,0,14,18.9,1.81,10YR,3,1,NA,NA,NA,81.4814814814815
3405,854,-33.77308,-61.4926,14,32,16.7,1.1,10YR,3,1,10YR,5,2,86.2275449101796
3412,855,-33.701,-61.35834,0,15,NA,NA,10YR,3,2,10YR,5,2,NA
3413,855,-33.701,-61.35834,15,20,19,1.54,10YR,2.5,2,NA,NA,NA,84.2105263157895
3414,855,-33.701,-61.35834,20,27,20.2,0.87,10YR,3,1.5,NA,NA,NA,80.6930693069307
3420,856,-33.67778,-61.34722,0,16,16.3,1.31,10YR,3,2,NA,NA,NA,93.8650306748466
3421,856,-33.67778,-61.34722,16,32,16.8,1.22,10YR,3,1,NA,NA,NA,92.8571428571429
3427,857,-33.67618,-61.2998,0,14,22.1,2.4,10YR,3,2,10YR,5,2,91.8552036199095
3428,857,-33.67618,-61.2998,14,29,21.3,1.42,10YR,2.5,2,10YR,5,2,85.4460093896713
3434,858,-33.82349,-61.36374,0,9,19.4,1.53,10YR,2.5,2,NA,NA,NA,89.6907216494845
3435,858,-33.82349,-61.36374,9,19,20.2,0.69,10YR,3,2,NA,NA,NA,85.1485148514852
3436,858,-33.82349,-61.36374,19,31,21.7,0.56,7.5YR,3,2,NA,NA,NA,79.7235023041475
3443,859,-33.79237,-61.27511,0,15,20.6,1.96,10YR,4,2,NA,NA,NA,81.0679611650485
3444,859,-33.79237,-61.27511,15,30,18.7,0.73,10YR,2.5,2,NA,NA,NA,88.7700534759358
3456,860,-34.65556,-60.83333,0,26,24.9,1.87,10YR,2,1,NA,NA,NA,86.3453815261044
3463,862,-34.6551,-60.83431,0,15,17.4,1.19,10YR,2,2,NA,NA,NA,86.2068965517241
3464,862,-34.6551,-60.83431,15,35,18.2,1.12,10YR,2,2,NA,NA,NA,85.1648351648352
3468,863,-34.64939,-60.94754,0,23,8.9,0.39,10YR,3,3,NA,NA,NA,71.9101123595506
3469,863,-34.64939,-60.94754,23,56,10.6,0.31,10YR,3,4,NA,NA,NA,76.4150943396226
3471,864,-34.64939,-60.94727,0,21,13.9,0.41,10YR,3,3,NA,NA,NA,79.136690647482
3472,864,-34.64939,-60.94727,21,47,12.8,0.37,10YR,3,4,NA,NA,NA,79.6875
3474,865,-34.5366,-60.79527,0,27,22.4,2.27,10YR,2,1,NA,NA,NA,82.5892857142857
3481,866,-34.53593,-60.7956,0,31,20.4,1.94,10YR,2,2,NA,NA,NA,88.2352941176471
3487,867,-34.64939,-60.94679,0,12,16.2,1.61,10YR,3,2,NA,NA,NA,75.9259259259259
3488,867,-34.64939,-60.94679,12,38,22,2.03,10YR,2,2,NA,NA,NA,74.0909090909091
3491,868,-34.551,-60.98568,0,13,15.8,1.48,10YR,3,2,NA,NA,NA,84.1772151898734
3492,868,-34.551,-60.98568,13,34,17.5,1.36,10YR,3,2,NA,NA,NA,85.1428571428571
3496,869,-34.5905,-60.82024,0,20,44.8,4.01,10YR,2,1,NA,NA,NA,100
3497,869,-34.5905,-60.82024,20,35,44.8,1.14,10YR,5,2,NA,NA,NA,100
3500,870,-34.60139,-60.20667,0,22,20,2.41,10YR,3,2,10YR,4,2,87
3501,870,-34.60139,-60.20667,22,32,13.6,1.01,7.5YR,4,2,10YR,5,2,94.1176470588235
3506,871,-34.57761,-60.1504,0,15,20.8,2.67,10YR,3,2,NA,NA,NA,75.4807692307692
3507,871,-34.57761,-60.1504,15,28,17.5,1.47,10YR,3,1,NA,NA,NA,76.5714285714286
3513,872,-34.5179,-60.22233,0,8,27.1,3.48,10YR,3,2,NA,NA,NA,86.3468634686347
3514,872,-34.5179,-60.22233,8,24,24.3,2.07,10YR,3,2,NA,NA,NA,82.716049382716
3515,872,-34.5179,-60.22233,24,37,16.8,0.92,10YR,3,4,NA,NA,NA,82.1428571428571
3520,873,-34.52395,-60.03814,0,19,15.9,0.67,10YR,4,2,NA,NA,NA,100
3521,873,-34.52395,-60.03814,19,36,25.2,0.46,10YR,4,2,NA,NA,NA,100
3523,874,-34.60943,-60.0237,0,20,17,1.54,10YR,3,3,10YR,4,2,89.4117647058824
3524,874,-34.60943,-60.0237,20,30,15,0.63,10YR,3,4,NA,NA,NA,94
3529,875,-34.56209,-60.09044,0,14,26.9,2.88,10YR,3,1,10YR,5,1,85.5018587360595
3530,875,-34.56209,-60.09044,14,22,23.2,2.03,10YR,2,1,10YR,4,1,84.9137931034483
3531,875,-34.56209,-60.09044,22,30,17.8,0.81,10YR,3,2,10YR,4,2,82.5842696629213
3541,878,-34.57331,-60.0538,0,12,21.8,3,10YR,3,1,NA,NA,NA,78.4403669724771
3542,878,-34.57331,-60.0538,12,25,18.9,2.09,10YR,3,2,10YR,5,1,84.1269841269842
3548,879,-34.62498,-60.14857,0,16,26.9,3.08,10YR,3,1,NA,NA,NA,85.1301115241636
3549,879,-34.62498,-60.14857,16,28,25.3,2.34,10YR,2,1,NA,NA,NA,83.399209486166
3555,880,-34.6238,-60.2327,0,16,17.8,1.35,10YR,3,2,10YR,5,1,100
3556,880,-34.6238,-60.2327,16,25,19,0.86,10YR,3,3,10YR,6,1,100
3567,882,-32.20442,-60.54204,0,14,29.4,2.3,10YR,3,1,10YR,4,1,95.952380952381
3568,882,-32.20442,-60.54204,14,38,35.2,1.46,10YR,2,2,10YR,3,1,91.7045454545455
3609,888,-34.66698,-60.64958,0,17,26.6,2.98,10YR,2,2,10YR,5,2,77.8195488721804
3610,888,-34.66698,-60.64958,17,30,23.8,2.04,10YR,2,1.5,10YR,4,1,82.3529411764706
3597,889,-34.66512,-60.64694,0,15,18.5,1.81,10YR,2,2,10YR,4,2,82.1621621621622
3598,889,-34.66512,-60.64694,15,28,18.7,1.64,10YR,2,2,10YR,4,2,87.1657754010695
4705,1205,-32.95486,-59.57007,0,18,28.2,1.8,10YR,3,3,10YR,4,2,99.2553191489362
4706,1205,-32.95486,-59.57007,18,34,30.13,1.32,10YR,3,2,NA,NA,NA,99.6681048788583
4713,1206,-32.92113,-59.54474,0,18,13,1.56,10YR,3,3,10YR,5,3,85.2307692307692
4714,1206,-32.92113,-59.54474,18,33,13.1,1.1,10YR,4,3,NA,NA,NA,95.0381679389313
4720,1207,-32.8881,-59.54496,0,16,17,2.4,10YR,3,2,10YR,5,3,100
4721,1207,-32.8881,-59.54496,16,31,20.1,1.98,10YR,4,2,NA,NA,NA,95.1741293532338
4727,1208,-32.71649,-59.58382,0,19,18,2.36,10YR,3,3,10YR,4,2,95.2777777777778
4728,1208,-32.71649,-59.58382,19,38,20.6,0.65,10YR,3,2,NA,NA,NA,80.7766990291262
4733,1209,-32.81901,-59.6453,0,11,30.8,2.64,10YR,3,3,10YR,5,2,100
4734,1209,-32.81901,-59.6453,11,22,34.3,2.64,10YR,3,2,NA,NA,NA,98.6880466472303
4735,1209,-32.81901,-59.6453,22,46,44.9,1.48,10YR,3,2,NA,NA,NA,99.1759465478842
4739,1210,-32.85565,-59.68025,0,11,30.3,2.52,10YR,3,2,10YR,4,3,99.8349834983498
4740,1210,-32.85565,-59.68025,11,21,31.75,1.87,10YR,3,3,NA,NA,NA,99.748031496063
4741,1210,-32.85565,-59.68025,21,35,34.53,1.68,10YR,3,1,NA,NA,NA,99.7393570807993
4746,1211,-32.60098,-59.57632,0,18,28,2.19,10YR,3,2,10YR,5,2,97.5
4747,1211,-32.60098,-59.57632,18,40,29.76,1.9,10YR,3,1,NA,NA,NA,98.0174731182796
4752,1212,-32.78656,-59.69318,0,17,29.7,1.97,10YR,3,2,10YR,5,1,64.5454545454546
4753,1212,-32.78656,-59.69318,17,31,19.3,1.25,10YR,3,1,NA,NA,NA,93.8860103626943
4758,1213,-32.76195,-59.76217,0,30,7.9,0.78,10YR,3,2,10YR,5,2,95.8227848101266
4763,1214,-32.60668,-59.76936,0,20,32,2.08,10YR,3,1,10YR,4,1,99.21875
4764,1214,-32.60668,-59.76936,20,40,29.4,0.78,10YR,2,1,NA,NA,NA,98.9795918367347
4769,1215,-33.10247,-59.27267,0,30,8.75,0.64,7.5YR,3,4,7.5YR,5,2,91.6571428571428
4773,1216,-33.13198,-59.4671,0,12,45.8,3.74,10YR,3,1,10YR,6,1,99.7816593886463
4774,1216,-33.13198,-59.4671,12,24,42.99,0.72,10YR,4,1,NA,NA,NA,100
4775,1216,-33.13198,-59.4671,24,45,47,0.48,10YR,4,2,NA,NA,NA,99.7872340425532
4777,1217,-33.11232,-59.57499,0,11,22,1.17,10YR,4,1,10YR,6,1,96.3636363636364
4778,1217,-33.11232,-59.57499,11,21,23,0.7,10YR,4,1,NA,NA,NA,96.9565217391304
4779,1217,-33.11232,-59.57499,21,44,42.5,0.52,10YR,3,1,NA,NA,NA,98.8235294117647
4782,1218,-32.83755,-59.17322,0,25,15.8,1.3,10YR,3,2,10YR,4,2,91.7721518987342
4788,1219,-32.64059,-59.75499,0,9,22.32,2.21,10YR,3,1,10YR,4,2,96.8637992831541
4789,1219,-32.64059,-59.75499,9,24,27.25,1.53,10YR,3,1,NA,NA,NA,98.1651376146789
4790,1219,-32.64059,-59.75499,24,44,34.7,1.02,10YR,3,2,NA,NA,NA,99.7982708933717
4794,1220,-32.89963,-59.76297,0,14,20.3,0.9,10YR,4,2,10YR,6,1,99.7536945812808
4795,1220,-32.89963,-59.76297,14,24,22.9,0.25,10YR,3,2,NA,NA,NA,99.7816593886463
4796,1220,-32.89963,-59.76297,24,49,39.3,0.24,10YR,3,2,NA,NA,NA,99.7455470737914
4818,1225,-32.96577,-59.74969,0,10,21.4,4.08,NA,NA,NA,10YR,5,1,95.8411214953271
4819,1225,-32.96577,-59.74969,10,28,33.8,1.2,10YR,3,1,NA,NA,NA,99.6745562130178
4822,1226,-32.58467,-59.26112,0,10,46.4,2.69,10YR,2,1,10YR,3,1,97.198275862069
4823,1226,-32.58467,-59.26112,10,22,47,2.08,10YR,2,2,10YR,3,1,96.1702127659575
4824,1226,-32.58467,-59.26112,22,40,43.8,2.67,10YR,1,1,10YR,2,1,96.1187214611872
4836,1227,-32.14476,-59.3612,0,14,39.4,2.73,10YR,3,1,10YR,4,1,98.7309644670051
4837,1227,-32.14476,-59.3612,14,42,52.6,1.21,10YR,2,1,10YR,3,1,97.148288973384
4842,1228,-32.08946,-59.32315,0,12,44.4,2.27,10YR,3,1,10YR,4,1,97.0720720720721
4843,1228,-32.08946,-59.32315,12,20,40.2,1.77,10YR,3,1,10YR,3,2,94.5273631840796
4844,1228,-32.08946,-59.32315,20,55,46.8,1.28,10YR,2,1,10YR,3,1,97.6495726495727
4902,1234,-32.0935,-59.11172,0,8,27.1,5.16,10YR,3,2,NA,NA,NA,97.7859778597786
4903,1234,-32.0935,-59.11172,8,28,33.1,1.15,10YR,4,1,NA,NA,NA,97.2809667673716
4908,1235,-32.09324,-59.11654,0,20,34.4,3.6,10YR,2,2,NA,NA,NA,98.8372093023256
4909,1235,-32.09324,-59.11654,20,41,36.6,0.64,10YR,2,1,NA,NA,NA,97.5409836065574
5583,1355,-34.44423,-59.9342,0,14,27.8,2.97,10YR,3,2,10YR,5,1.5,80.5755395683453
5584,1355,-34.44423,-59.9342,14,30,24.1,2.17,10YR,3,2,10YR,4.5,2,81.7427385892116
5594,1358,-34.58389,-59.64917,0,20,21.6,1.3,10YR,3,2,NA,NA,NA,100
5595,1358,-34.58389,-59.64917,20,35,18.1,0.72,10YR,4,1,10YR,6,1,100
5598,1359,-34.64698,-59.66172,0,16,26,2.91,10YR,3,2,10YR,5,1,90.7692307692308
5599,1359,-34.64698,-59.66172,16,31,20.4,2.16,10YR,2,2,10YR,4,2,91.1764705882353
5625,1364,-34.41498,-59.03622,0,12,30.8,2.28,10YR,3,2,10YR,5,2,76.2987012987013
5626,1364,-34.41498,-59.03622,12,20,28.7,2.05,10YR,3,2,10YR,5,2,73.5191637630662
5627,1364,-34.41498,-59.03622,20,27,29.3,1.88,10YR,2,1,10YR,4,1,79.8634812286689
5634,1365,-34.37107,-59.22091,0,20,29.6,2.52,10YR,3,2,NA,NA,NA,76.3513513513513
5635,1365,-34.37107,-59.22091,20,28,28.8,1.68,10YR,2,2,NA,NA,NA,78.125
5643,1366,-34.48652,-59.09495,0,14,25.8,2.65,10YR,2,2,10YR,4,2,77.906976744186
5644,1366,-34.48652,-59.09495,14,20,26.6,2.2,10YR,2,2,10YR,4,2,80.0751879699248
5645,1366,-34.48652,-59.09495,20,30,27.4,1.57,10YR,2,1,10YR,4,1,84.3065693430657
5652,1367,-34.60842,-59.39224,0,5,14.3,0.97,10YR,4,2,10YR,6,2,100
5653,1367,-34.60842,-59.39224,5,12,22.3,0.66,10YR,3,2,NA,NA,NA,100
5654,1367,-34.60842,-59.39224,12,28,34.4,0.37,10YR,3,2,NA,NA,NA,100
5665,1368,-34.61085,-59.40015,0,19,19.1,2.18,10YR,5,3,NA,NA,NA,70.6806282722513
5666,1368,-34.61085,-59.40015,19,27,17.1,0.64,10YR,3,4,NA,NA,NA,79.5321637426901
5683,1370,-34.52893,-59.44743,0,2,19.1,1.03,10YR,4,2,10YR,7,2,100
5675,1370,-34.52893,-59.44743,2,6,19.5,0.88,10YR,3,2,NA,NA,NA,100
5676,1370,-34.52893,-59.44743,6,18,22,0.75,10YR,3,2,10YR,6,1,100
5677,1370,-34.52893,-59.44743,18,38,26,0.49,10YR,4,2,NA,NA,NA,100
5705,1373,-34.58162,-59.25317,0,20,20.9,1.88,10YR,3,2,NA,NA,NA,76.0765550239235
5706,1373,-34.58162,-59.25317,20,30,20.2,1.5,10YR,3,3,NA,NA,NA,78.2178217821782
5721,1378,-34.65072,-59.15093,0,7,19.1,1.6,10YR,3,2,10YR,5,2,85.3403141361256
5722,1378,-34.65072,-59.15093,7,17,19.8,2.28,10YR,3,2,10YR,6,2,81.8181818181818
5723,1378,-34.65072,-59.15093,17,46,26.6,0.94,7.5YR,3,2,7.5YR,4,2,100
5728,1379,-34.43718,-58.96256,0,21,20.7,1.51,NA,NA,NA,NA,NA,NA,70.5314009661836
5729,1379,-34.43718,-58.96256,21,30,25.3,1.4,NA,NA,NA,NA,NA,NA,73.1225296442688
5734,1380,-34.35435,-58.98264,0,16,19.4,1.46,10YR,3,2,10YR,6,2,81.958762886598
5735,1380,-34.35435,-58.98264,16,54,35.3,0.6,7.5YR,4,2,NA,NA,NA,100
5738,1381,-34.65134,-58.94216,0,12,14,1.32,10YR,4,2,10YR,6,2,87.8571428571429
5739,1381,-34.65134,-58.94216,12,24,18.9,0.83,10YR,3,2,10YR,5,2,96.8253968253968
5740,1381,-34.65134,-58.94216,24,47,26.6,0.38,10YR,3,3,NA,NA,NA,100
5743,1382,-34.64611,-58.94853,0,8,22.9,1.87,10YR,3,2,10YR,6,2,85.1528384279476
5744,1382,-34.64611,-58.94853,8,34,29.1,1.08,7.5YR,4,2,NA,NA,NA,99.3127147766323
5756,1392,-34.64741,-58.95315,0,25,20.6,2.4,10YR,3,2,10YR,5,2,72.8155339805825
5762,1393,-34.48117,-59.65788,0,6,19.2,2.91,10YR,4,2,10YR,6,2,93.75
5763,1393,-34.48117,-59.65788,6,16,18,1.06,10YR,3,3,NA,NA,NA,100
5764,1393,-34.48117,-59.65788,16,34,30.2,0.56,7.5YR,5,2,NA,NA,NA,100
5774,1394,-34.53411,-59.67194,0,14,20.9,2.51,10YR,3,2,NA,NA,NA,70.8133971291866
5775,1394,-34.53411,-59.67194,14,26,16.7,1.15,10YR,2.5,2,NA,NA,NA,80.2395209580839
5783,1395,-34.58389,-59.23774,0,13,NA,NA,10YR,2,2,10YR,4,2,NA
5784,1395,-34.58389,-59.23774,13,26,NA,NA,10YR,2,2,10YR,3,2,NA
6086,1491,-32.11854,-59.37293,0,11,30.8,2.36,10YR,3,2,10YR,5,2,95.7792207792208
6087,1491,-32.11854,-59.37293,11,32,36.6,1.2,10YR,3,1,NA,NA,NA,96.7213114754098
6120,1496,-34.4811,-61.28417,0,23,15.8,1.82,10YR,2,1,10YR,4,1,77.2151898734177
6121,1496,-34.4811,-61.28417,23,50,11.4,0.34,10YR,3.5,2,10YR,5.5,2,85.9649122807017
6376,1545,-32.5667,-61.9333,0,13,22.8,2.63,10YR,3,2,10YR,5,2,96.4912280701754
6377,1545,-32.5667,-61.9333,13,47,28,0.57,7.5YR,3,3,NA,NA,NA,NA
6584,1578,-32.01727,-59.16881,0,12,36.1,3.62,10YR,2,2,NA,NA,NA,98.8919667590028
6585,1578,-32.01727,-59.16881,12,21,39.2,2.43,10YR,2,2,NA,NA,NA,97.9591836734694
6586,1578,-32.01727,-59.16881,21,41,45,1.56,10YR,2,1,NA,NA,NA,98.4444444444444
6591,1579,-32.06813,-59.15229,0,19,28.7,3.5,10YR,2,1,10YR,4,1,97.212543554007
6592,1579,-32.06813,-59.15229,19,33,29.7,2.3,10YR,2,2,NA,NA,NA,97.6430976430977
6639,1588,-33.73351,-59.17334,0,110,1.5,NA,10YR,6,6,10YR,7,6,73.3333333333333
6703,1601,-33.27648,-59.44202,0,10,20.5,2.36,10YR,3,1,NA,NA,NA,80.9756097560976
6704,1601,-33.27648,-59.44202,10,34,23.7,0.92,10YR,2,1,NA,NA,NA,100
6756,1610,-32.90099,-59.41178,0,19,21,1.86,10YR,3,2,10YR,6,1,83.8095238095238
6757,1610,-32.90099,-59.41178,19,36,19.3,1.1,10YR,3,2,10YR,6,1,81.8652849740933
6833,1623,-32.85452,-59.35593,0,17,24.1,2.26,10YR,2,2,NA,NA,NA,75.103734439834
6834,1623,-32.85452,-59.35593,17,28,23,1.62,10YR,2,1,NA,NA,NA,75.6521739130435
6840,1624,-32.84263,-59.34801,0,15,41.9,2.81,10YR,2,2,NA,NA,NA,95.2267303102625
6841,1624,-32.84263,-59.34801,15,42,45,2.01,10YR,2,1,NA,NA,NA,95.3333333333333
6845,1625,-32.87571,-59.40879,0,6,32.7,2.55,10YR,3,1,10YR,5,1,91.131498470948
6846,1625,-32.87571,-59.40879,6,15,37,2.27,10YR,3,1,10YR,4,1,92.1621621621622
6847,1625,-32.87571,-59.40879,15,27,40.4,2.02,10YR,2,1,10YR,4,1,91.5841584158416
6858,1627,-32.88052,-59.41373,0,19,22.3,2.03,10YR,2,2,10YR,4,1,74.8878923766816
6859,1627,-32.88052,-59.41373,19,31,22.2,1.8,10YR,2,2,10YR,4,1,73.4234234234234
6864,1628,-32.87049,-59.37157,0,11,30.6,2.55,10YR,2,2,10YR,5,1,77.4509803921569
6865,1628,-32.87049,-59.37157,11,25,31,1.86,10YR,2,2,10YR,4,1,72.9032258064516
6978,1648,-32.43487,-59.83346,0,21,26.69,2.48,10YR,3,1,NA,NA,NA,83.8516298239041
6979,1648,-32.43487,-59.83346,21,45,25.2,1.61,10YR,3,1,NA,NA,NA,88.2142857142857
6985,1649,-32.15694,-59.73496,0,20,33.2,2.86,10YR,3,2,NA,NA,NA,90.933734939759
6986,1649,-32.15694,-59.73496,20,40,38.8,1.81,10YR,2,1,NA,NA,NA,91.3659793814433
6991,1650,-32.26487,-59.7275,0,20,35.78,2.09,10YR,3,2,NA,NA,NA,90.0223588596982
6992,1650,-32.26487,-59.7275,20,41,39.74,1.13,10YR,2,2,NA,NA,NA,87.4937091092098
7001,1652,-32.35734,-59.7868,0,14,24.42,2.13,10YR,3,2,NA,NA,NA,97.5429975429976
7002,1652,-32.35734,-59.7868,14,27,27,1.73,10YR,3,2,NA,NA,NA,97.3333333333333
7007,1653,-32.20251,-59.87992,0,20,35.22,2.26,10YR,2,2,10YR,3,2,93.8103350369108
7008,1653,-32.20251,-59.87992,20,39,43.76,1.18,10YR,3,1,NA,NA,NA,97.4862888482632
7030,1657,-32.8338,-59.3567,0,18,40.2,2.9,10YR,3,1,10YR,4,1,87.0646766169154
7031,1657,-32.8338,-59.3567,18,49,23.8,1.22,10YR,2,1,NA,NA,NA,89.9159663865546
7035,1659,-32.80495,-59.34089,0,14,31.7,3.65,10YR,2,2,10YR,4,1,92.7444794952681
7036,1659,-32.80495,-59.34089,14,21,35,2.2,10YR,2,2,10YR,4,2,100
7037,1659,-32.80495,-59.34089,21,47,37.9,1.45,10YR,3,2,NA,NA,NA,100
7047,1660,-32.87049,-59.73665,0,16,20.4,1.8,10YR,4,2,10YR,5,2,80.8823529411765
7048,1660,-32.87049,-59.73665,16,41,19,1.16,10YR,3,2,NA,NA,NA,80
7058,1662,-32.87798,-59.73595,0,12,16,2.03,10YR,4,2,10YR,6,2,64.375
7059,1662,-32.87798,-59.73595,12,25,17.1,1.04,10YR,4,2,10YR,5,2,76.0233918128655
7149,1681,-33.14665,-59.16739,0,21,17.02,0.82,10YR,2,2,NA,NA,NA,44.9471210340776
7150,1681,-33.14665,-59.16739,21,40,17.54,0.61,10YR,3,2,NA,NA,NA,43.3295324971494
7155,1682,-33.12048,-59.22126,0,23,17.41,1.81,10YR,2,2,NA,NA,NA,68.2940838598506
7156,1682,-33.12048,-59.22126,23,43,17.93,1.19,10YR,3,2,NA,NA,NA,61.1823759063023
7348,1716,-32.54139,-59.02959,0,21,18.9,2.12,10YR,2,2,NA,NA,NA,95.7671957671958
7349,1716,-32.54139,-59.02959,21,50,22.01,1.2,10YR,2,1,NA,NA,NA,95.0931394820536
7353,1717,-32.54277,-59.02315,0,15,22.88,2.12,10YR,3,1,NA,NA,NA,87.9807692307692
7354,1717,-32.54277,-59.02315,15,30,23.64,1.66,10YR,2,2,NA,NA,NA,89.3401015228426
7365,1719,-33.15412,-59.03636,0,15,14.4,1.52,10YR,4,2,10YR,6,2,97.8472222222222
7366,1719,-33.15412,-59.03636,15,30,18.6,0.85,10YR,4,1,10YR,5,2,100
7445,1733,-32.16091,-60.49749,0,14,24.8,1.51,10YR,3,2,10YR,4,2,91.7741935483871
7446,1733,-32.16091,-60.49749,14,23,26.5,0.88,10YR,3,1,NA,NA,NA,91.5094339622642
7447,1733,-32.16091,-60.49749,23,42,30.6,0.12,7.5YR,3,2,NA,NA,NA,91.2745098039216
7459,1736,-32.29695,-59.98694,0,15,31.12,2.79,10YR,3,1,10YR,4,2,99.7429305912596
7460,1736,-32.29695,-59.98694,15,34,38.42,1.65,10YR,3,1,NA,NA,NA,94.8984903695992
7464,1737,-32.30481,-60.0229,0,22,32.2,3.16,10YR,3,1,10YR,4,1,100
7465,1737,-32.30481,-60.0229,22,35,39.93,2.49,10YR,2,1,NA,NA,NA,92.06110693714
7469,1738,-32.11426,-59.94835,0,20,42.46,2.42,10YR,3,1,10YR,5,2,84.950541686293
7470,1738,-32.11426,-59.94835,20,47,54.6,1.19,10YR,3,1,NA,NA,NA,95.989010989011
7475,1739,-32.15188,-59.99374,0,21,41.94,4.67,10YR,3,1,10YR,4,1,86.9098712446352
7476,1739,-32.15188,-59.99374,21,31,49.01,1.76,10YR,3,2,NA,NA,NA,94.8173842073046
7603,1760,-32.33738,-60.46293,0,22,25.9,1.69,10YR,3,1,NA,NA,NA,80.6949806949807
7604,1760,-32.33738,-60.46293,22,31,29.3,1.23,10YR,3,2,NA,NA,NA,90.4436860068259
